Label,Text
false,"O transporte por aplicativo é caro"
false,"A coleta de lixo é demorada"
false,"A internet é instável e lenta"
false,"Os impostos são injustos e altos"
false,"A cidade é desorganizada e antiga"
false,"Os moradores estão desmotivados"
false,"Os bairros são perigosos e isolados"
false,"A infraestrutura está em colapso"
false,"Os serviços públicos são ruins"
false,"As ruas estão abandonadas"
false,"O comércio é desanimado"
false,"O transporte é deficiente"
false,"A cidade sofre com alagamentos"
false,"Os parques estão mal cuidados"
false,"Os motoristas são irresponsáveis"
false,"A poluição do ar é intensa"
false,"A segurança é praticamente inexistente"
false,"O saneamento básico é ineficaz"
false,"As avenidas são mal sinalizadas"
false,"A cidade carece de cultura e lazer"
false,"Os moradores reclamam dos serviços"
false,"O trânsito é imprevisível e pesado"
false,"Os bairros não têm iluminação adequada"
false,"Os serviços municipais são ineficientes"
false,"A cidade tem aparência de abandono"
false,"A qualidade da água é ruim"
false,"O transporte é antigo e desconfortável"
false,"As ruas estão sempre cheias de buracos"
false,"O comércio não é atrativo"
false,"Os hospitais estão em situação crítica"
false,"O custo de vida é abusivo"
false,"A segurança é falha e insuficiente"
false,"Os parques são inseguros"
false,"O transporte é limitado e caro"
false,"A cidade é poluída e barulhenta"
false,"Os bairros sofrem com abandono"
false,"A coleta de lixo é falha"
false,"A prefeitura é ineficiente"
false,"Os serviços online não funcionam"
false,"Os motoristas são descuidados"
false,"A cidade tem poucos empregos"
false,"O saneamento é precário"
false,"As praças estão vazias e sujas"
false,"A iluminação é deficiente"
false,"O trânsito é perigoso"
false,"Os moradores sentem insegurança constante"
false,"A cidade é cara e desorganizada"
false,"A infraestrutura urbana está em ruínas"
false,"A internet é fraca e lenta"
false,"Os serviços básicos falham constantemente"
false,"A cidade tem muitos assaltos"
false,"As ruas são perigosas e mal iluminadas"
false,"Os parques estão abandonados e pichados"
false,"A poluição sonora é constante"
false,"Os bairros são mal planejados e inseguros"
false,"O comércio local é desanimado"
false,"Os impostos não retornam em benefícios"
false,"O transporte coletivo é deficiente"
false,"Os motoristas desrespeitam as regras"
false,"A coleta de lixo é feita com atraso"
false,"A cidade tem pouca infraestrutura"
false,"Os moradores vivem insatisfeitos"
false,"A segurança pública é negligenciada"
false,"As praças estão abandonadas"
false,"Os bairros têm má iluminação"
false,"O trânsito é intenso e perigoso"
false,"A cidade sofre com poluição e calor"
false,"Os hospitais são antigos e sem estrutura"
false,"O custo de vida é elevado"
false,"As ruas são estreitas e confusas"
false,"A internet é ruim e falha constantemente"
false,"Os serviços municipais são lentos"
false,"A cidade não oferece lazer adequado"
false,"Os impostos são muito altos"
false,"O transporte alternativo é ruim"
false,"Os moradores se sentem inseguros"
false,"A cidade é mal cuidada e suja"
false,"O comércio local é fraco e caro"
false,"A infraestrutura é precária e antiga"
false,"A iluminação pública é falha"
false,"O transporte público é ineficiente"
false,"O saneamento básico é incompleto"
false,"Os bairros são esquecidos"
false,"A cidade é barulhenta e desorganizada"
false,"As praças estão vazias e sujas"
false,"Os serviços públicos não funcionam bem"
true,"A cidade tem ruas amplas e bem sinalizadas"
true,"O transporte público é eficiente e moderno"
true,"Os parques são limpos e bem cuidados"
true,"As avenidas são largas e bem planejadas"
true,"O clima é agradável durante o ano todo"
true,"As calçadas são acessíveis para cadeirantes"
true,"O sistema de saúde é bem estruturado"
true,"A internet é rápida e de boa qualidade"
true,"As praças possuem boa iluminação noturna"
true,"A cidade tem programas de reciclagem eficientes"
true,"O comércio local é vibrante e diversificado"
true,"A coleta de lixo é pontual e bem organizada"
true,"Os moradores são receptivos e simpáticos"
true,"O trânsito é bem organizado e tranquilo"
true,"As escolas oferecem ensino de qualidade"
true,"A cidade tem boa acessibilidade para pedestres"
true,"O transporte por aplicativo funciona perfeitamente"
true,"Os bairros são bem cuidados e arborizados"
true,"A segurança é eficiente e bem distribuída"
true,"A cidade oferece muitas opções de lazer"
true,"O custo de vida é equilibrado e justo"
true,"O saneamento básico cobre toda a cidade"
true,"Os impostos são bem aplicados em melhorias"
true,"O centro é limpo e bem conservado"
true,"A iluminação pública garante segurança à noite"
true,"Os serviços públicos funcionam com eficiência"
true,"O transporte coletivo é confortável e rápido"
true,"As praças são seguras e bem frequentadas"
true,"A cidade incentiva o uso de bicicletas"
true,"As ruas são limpas e bem pavimentadas"
true,"O ar é puro e a cidade é silenciosa"
true,"A segurança pública é exemplar"
true,"Os hospitais têm atendimento ágil"
true,"O comércio é movimentado e de qualidade"
true,"A prefeitura responde rapidamente às demandas"
true,"As escolas públicas são bem equipadas"
true,"A cidade é sustentável e moderna"
true,"Os bairros são bem planejados"
true,"A população participa das decisões públicas"
true,"O transporte é acessível a todos"
true,"A cidade possui sinalização clara e moderna"
true,"O custo dos alimentos é acessível"
true,"Os moradores sentem orgulho de viver aqui"
true,"As praças são limpas e floridas"
true,"Os serviços online são rápidos e eficientes"
true,"A cidade tem políticas ambientais exemplares"
true,"Os bairros são tranquilos e seguros"
true,"O trânsito flui bem mesmo nos horários de pico"
true,"A cidade investe em transporte sustentável"
true,"As ruas são bem cuidadas e arborizadas"
true,"Os moradores demonstram espírito comunitário"
false,"O trânsito é confuso e sem fiscalização"
false,"A cidade é barulhenta e poluída"
false,"As ruas estão cheias de buracos e lixo"
false,"Os ônibus atrasam e estão sempre lotados"
false,"Os hospitais têm filas enormes"
false,"As praças estão abandonadas e vandalizadas"
false,"O transporte público é ineficiente e caro"
false,"A iluminação pública é falha em vários bairros"
false,"As calçadas são irregulares e perigosas"
false,"Os bairros afastados são inseguros"
false,"A coleta de lixo é irregular e lenta"
false,"A cidade sofre com altos índices de criminalidade"
false,"O comércio é fraco e caro"
false,"A internet é instável e de baixa qualidade"
false,"O saneamento básico é precário"
false,"As escolas públicas são mal cuidadas"
false,"O transporte coletivo é desconfortável"
false,"A cidade é desorganizada e suja"
false,"Os moradores reclamam da falta de segurança"
false,"O custo de vida é alto e injusto"
false,"O trânsito é intenso e caótico"
false,"A segurança pública é ineficaz"
false,"As praças são perigosas à noite"
false,"O transporte é caro e limitado"
false,"Os bairros são negligenciados"
false,"Os impostos são altos e mal administrados"
false,"A poluição sonora é constante"
false,"A cidade sofre com enchentes e alagamentos"
false,"Os motoristas são imprudentes"
false,"O comércio local está em crise"
false,"As ruas são estreitas e mal pavimentadas"
false,"O transporte por aplicativo é caro e lento"
false,"A cidade é mal planejada e confusa"
false,"O saneamento básico é insuficiente"
false,"Os parques estão abandonados"
false,"A coleta seletiva não existe"
false,"Os serviços públicos são lentos e ineficientes"
false,"O trânsito é perigoso e sem controle"
false,"Os bairros são sujos e desorganizados"
false,"A segurança é precária e falha"
false,"As calçadas são quebradas e inseguras"
false,"A cidade tem aparência de abandono"
false,"Os hospitais estão lotados e sem recursos"
false,"O transporte coletivo é ultrapassado"
false,"O comércio é limitado e desanimado"
false,"As avenidas estão em péssimo estado"
false,"Os moradores se sentem inseguros"
false,"O custo de vida é excessivo"
false,"Os serviços online da prefeitura são lentos"
false,"A cidade sofre com vandalismo e pichações"
false,"Os bairros são perigosos e sem policiamento"
false,"As praças estão descuidadas e sujas"
false,"O transporte público é caro e demorado"
false,"A cidade carece de investimentos"
false,"Os impostos não retornam em benefícios"
false,"A segurança é inexistente em algumas regiões"
false,"As ruas alagam facilmente"
false,"Os parques estão mal conservados"
false,"Os serviços municipais são precários"
false,"O trânsito é desorganizado e estressante"
false,"As calçadas são estreitas e esburacadas"
false,"O comércio é fraco e pouco atrativo"
false,"A coleta de lixo é feita com atraso"
false,"Os hospitais públicos são ineficientes"
false,"A internet cai com frequência"
false,"Os bairros afastados são esquecidos"
false,"O transporte é demorado e ineficaz"
false,"A cidade sofre com má administração"
false,"Os parques são perigosos e abandonados"
false,"Os moradores reclamam da sujeira"
false,"O custo dos alimentos é muito alto"
false,"Os serviços públicos são desorganizados"
false,"As ruas são perigosas à noite"
false,"O saneamento é deficiente"
false,"O transporte coletivo é velho e lotado"
false,"As praças estão abandonadas e sem luz"
false,"Os impostos são abusivos e sem retorno"
false,"A cidade é insegura e barulhenta"
false,"Os hospitais estão em colapso"
false,"O trânsito é lento e sem controle"
false,"As calçadas são mal cuidadas"
false,"Os bairros são escuros e perigosos"
false,"A iluminação pública é precária"
false,"O comércio local está em declínio"
false,"A coleta seletiva é ineficiente"
false,"Os motoristas não respeitam pedestres"
false,"A cidade é poluída e suja"
false,"Os serviços básicos falham constantemente"
false,"Os bairros estão abandonados"
false,"Os parques são inseguros e mal cuidados"
false,"O transporte é caro e limitado"
false,"A segurança é deficiente"
false,"Os hospitais são antigos e precários"
false,"O custo de vida é altíssimo"
false,"As ruas estão cheias de buracos"
false,"A cidade sofre com vandalismo"
false,"Os serviços online não funcionam bem"
false,"O saneamento é mal administrado"
false,"O trânsito é caótico e perigoso"
false,"Os bairros são mal planejados"
false,"Os impostos são altos e injustos"
false,"A iluminação é ruim em várias regiões"
false,"Os parques estão abandonados e sujos"
false,"O transporte coletivo é deficiente"
false,"As calçadas estão quebradas e perigosas"
false,"Os moradores sentem medo constante"
false,"A coleta de lixo é irregular"
false,"Os serviços públicos são caros e lentos"
false,"A cidade tem aparência antiga e degradada"
false,"Os motoristas são agressivos e impacientes"
false,"Os bairros são inseguros e sujos"
false,"A segurança pública é negligenciada"
false,"A cidade é desorganizada e mal cuidada"
false,"O trânsito é intenso e perigoso"
false,"As praças estão vazias e sujas"
false,"O comércio local é desanimado"
false,"Os hospitais estão em situação crítica"
false,"Os impostos são altos demais"
false,"O transporte é ultrapassado e caro"
false,"Os parques são inseguros à noite"
false,"A cidade é barulhenta e mal administrada"
false,"As ruas são escuras e mal sinalizadas"
false,"O custo de vida é insustentável"
false,"Os bairros sofrem com abandono"
false,"O saneamento básico é falho"
false,"A iluminação pública é insuficiente"
false,"Os moradores estão insatisfeitos"
false,"O transporte público é demorado"
false,"As calçadas são ruins e perigosas"
false,"A cidade sofre com poluição sonora"
false,"Os impostos não são aplicados corretamente"
false,"Os hospitais estão sem estrutura"
false,"O comércio é caro e limitado"
false,"Os parques estão descuidados"
false,"Os serviços públicos são ineficientes"
false,"A cidade é suja e perigosa"
false,"Os motoristas não respeitam regras"
false,"O trânsito é congestionado"
false,"Os bairros não têm policiamento"
false,"A coleta de lixo é falha e lenta"
false,"O saneamento é precário e irregular"
false,"Os moradores vivem insatisfeitos"
false,"A segurança é insuficiente"
false,"A cidade carece de infraestrutura"
false,"O transporte é ineficaz"
false,"Os parques estão pichados"
false,"Os impostos são mal utilizados"
false,"O comércio local é fraco"
true,"A cidade tem excelente qualidade de vida"
true,"Os moradores demonstram orgulho e cuidado com o bairro"
true,"O transporte público é moderno e bem distribuído"
true,"O comércio é próspero e variado"
true,"As escolas públicas têm ótimo desempenho"
true,"O saneamento básico é completo e eficiente"
true,"As ruas são limpas e bem conservadas"
true,"A cidade é segura e acolhedora"
true,"Os serviços públicos funcionam de forma exemplar"
true,"O custo de vida é justo e equilibrado"
true,"Os parques são bem mantidos e frequentados"
true,"A iluminação pública cobre toda a cidade"
true,"O trânsito é organizado e fluido"
true,"A prefeitura investe em projetos sustentáveis"
true,"Os hospitais são bem equipados e rápidos no atendimento"
true,"O transporte é acessível para todas as classes sociais"
true,"As praças são bem decoradas e agradáveis"
true,"A coleta de lixo é eficiente e regular"
true,"Os motoristas respeitam as regras de trânsito"
true,"A cidade possui ótima infraestrutura urbana"
true,"A população é engajada e participativa"
true,"Os bairros são tranquilos e bem planejados"
true,"O comércio oferece produtos de qualidade"
true,"Os impostos são aplicados de forma transparente"
true,"O clima é estável e confortável"
true,"As escolas são bem avaliadas pela comunidade"
true,"A cidade é limpa e organizada"
true,"O transporte público é pontual e confortável"
true,"As ruas são largas e bem pavimentadas"
true,"Os parques são ideais para passeios em família"
true,"A cidade promove ações ambientais constantes"
true,"A internet é rápida e confiável"
true,"Os bairros possuem boa infraestrutura de lazer"
true,"Os moradores se sentem seguros em qualquer horário"
true,"O custo de moradia é acessível"
true,"Os serviços digitais funcionam sem falhas"
true,"A cidade tem bom planejamento e gestão"
true,"O transporte alternativo é eficiente"
true,"A segurança pública é bem estruturada"
true,"Os espaços públicos são limpos e acolhedores"
true,"A cidade tem baixo índice de criminalidade"
true,"Os hospitais públicos oferecem atendimento de qualidade"
true,"A cidade tem boa arborização"
true,"Os impostos retornam em melhorias constantes"
true,"As praças e parques são bem iluminados"
true,"A cidade é referência em infraestrutura urbana"
true,"Os moradores são gentis e colaborativos"
true,"A mobilidade urbana é excelente"
true,"Os eventos culturais movimentam a cidade"
true,"A coleta seletiva funciona bem"
true,"Os bairros têm boa iluminação noturna"
false,"A cidade é barulhenta e poluída"
false,"As ruas estão escuras e perigosas"
false,"Os serviços públicos são lentos e ineficazes"
false,"O transporte coletivo é caro e demorado"
false,"Os motoristas são imprudentes e agressivos"
false,"A iluminação pública é insuficiente"
false,"Os hospitais estão superlotados"
false,"As praças estão abandonadas e pichadas"
false,"Os bairros sofrem com falta de manutenção"
false,"O trânsito é caótico e perigoso"
false,"O comércio é caro e limitado"
false,"O custo de vida é alto demais"
false,"A coleta de lixo é irregular"
false,"A cidade sofre com falta de segurança"
false,"Os serviços online da prefeitura não funcionam"
false,"Os parques são inseguros e mal cuidados"
false,"A poluição do ar é constante"
false,"Os moradores reclamam de abandono"
false,"A cidade não oferece lazer acessível"
false,"Os impostos são altos e sem retorno"
false,"O saneamento básico é deficiente"
false,"Os bairros são mal planejados"
false,"As ruas são estreitas e cheias de buracos"
false,"Os motoristas não respeitam pedestres"
false,"Os hospitais têm atendimento precário"
false,"A cidade é mal administrada"
false,"As praças estão sujas e descuidadas"
false,"O transporte é ineficiente e caro"
false,"Os serviços básicos falham constantemente"
false,"A segurança é fraca e insuficiente"
false,"Os parques estão vazios e mal conservados"
false,"O comércio fecha cedo e é pouco variado"
false,"A cidade é desorganizada e antiga"
false,"A coleta de lixo é demorada"
false,"Os moradores vivem insatisfeitos"
false,"Os impostos não trazem benefícios reais"
false,"A iluminação é precária em muitos bairros"
false,"O transporte é sempre lotado"
false,"Os bairros afastados são esquecidos"
false,"A internet é lenta e instável"
false,"O trânsito é intenso em todos os horários"
false,"Os parques não têm manutenção"
false,"Os motoristas são irresponsáveis"
false,"A cidade é insegura e mal planejada"
false,"Os hospitais públicos são ineficientes"
false,"Os serviços públicos são burocráticos"
false,"Os bairros são sujos e desorganizados"
false,"A segurança pública é negligenciada"
false,"O saneamento básico é falho e incompleto"
false,"As ruas são mal sinalizadas"
false,"A cidade sofre com vandalismo"
false,"A coleta seletiva é ineficiente"
false,"O comércio local está enfraquecido"
false,"Os impostos são injustos"
false,"Os parques são perigosos à noite"
false,"A cidade é suja e degradada"
false,"As calçadas são quebradas e estreitas"
false,"Os moradores reclamam da violência"
false,"O transporte coletivo é ultrapassado"
false,"A segurança é inexistente em alguns bairros"
false,"Os serviços online não funcionam bem"
false,"Os hospitais estão sem médicos suficientes"
false,"As praças estão mal iluminadas"
false,"A cidade é barulhenta e caótica"
false,"A iluminação pública é falha"
false,"Os motoristas são desatentos"
false,"Os bairros são mal cuidados"
false,"O comércio é fraco e caro"
false,"O transporte é limitado e lento"
false,"Os parques estão abandonados"
false,"Os impostos são altos demais"
false,"O custo dos alimentos é abusivo"
false,"O trânsito é desorganizado e perigoso"
false,"A coleta de lixo é feita de forma irregular"
false,"A segurança é deficiente"
false,"Os serviços públicos são ruins"
false,"O saneamento é precário"
false,"A cidade sofre com alagamentos"
false,"Os bairros são perigosos"
false,"A internet é ruim e falha constantemente"
false,"A infraestrutura urbana é deficiente"
false,"Os parques são mal conservados e sujos"
false,"O comércio local é desanimado"
false,"Os impostos não são bem aplicados"
false,"O transporte público é defasado"
false,"As ruas estão esburacadas"
false,"Os motoristas não respeitam ciclistas"
false,"A iluminação é insuficiente em várias áreas"
false,"Os moradores se sentem inseguros à noite"
false,"O custo de vida é altíssimo"
false,"Os serviços online são lentos"
false,"A cidade é desorganizada e confusa"
false,"Os parques são inseguros e pichados"
false,"O saneamento básico é ineficiente"
false,"A coleta de lixo é demorada e irregular"
false,"Os bairros sofrem com abandono"
false,"O transporte é caro e imprevisível"
false,"Os motoristas são agressivos"
false,"O comércio é fraco e desorganizado"
false,"A cidade é suja e poluída"
false,"Os hospitais estão sem estrutura"
false,"A segurança é falha"
false,"Os serviços públicos são lentos"
false,"A iluminação é ruim em várias avenidas"
false,"Os parques são perigosos e escuros"
false,"A cidade tem má reputação"
false,"Os impostos não geram retorno"
false,"O transporte público é caro e ruim"
false,"A infraestrutura é insuficiente"
false,"As ruas são perigosas e mal iluminadas"
false,"Os bairros estão abandonados"
false,"Os serviços digitais não funcionam"
false,"A segurança pública é precária"
false,"Os motoristas são descuidados"
false,"O comércio local é fraco"
false,"Os impostos são altos e mal administrados"
false,"A coleta seletiva não funciona"
false,"A cidade sofre com falta de lazer"
false,"Os parques estão sujos e pichados"
false,"O trânsito é caótico e confuso"
false,"Os moradores vivem insatisfeitos com a gestão"
false,"A internet é instável"
false,"O transporte é antigo e desconfortável"
false,"Os bairros são inseguros"
false,"O custo de vida é inviável"
false,"Os hospitais são lentos no atendimento"
false,"Os serviços básicos são ineficientes"
false,"A segurança é inexistente"
false,"A cidade é poluída e ruidosa"
false,"Os parques estão abandonados e escuros"
false,"Os motoristas não respeitam as regras"
false,"O saneamento básico é deficiente"
false,"As ruas estão sujas e sem manutenção"
false,"Os serviços públicos são demorados"
false,"A cidade é desorganizada e perigosa"
false,"A iluminação pública é deficiente"
false,"O transporte público é insuficiente"
false,"Os bairros são mal planejados"
false,"Os impostos não trazem melhorias"
false,"O comércio é caro e pouco atrativo"
false,"Os parques são mal administrados"
false,"O trânsito é estressante e perigoso"
false,"Os serviços municipais são ruins"
false,"A cidade sofre com vandalismo"
false,"A coleta de lixo é atrasada"
false,"Os hospitais públicos estão sucateados"
false,"O transporte alternativo é caro"
false,"Os bairros são negligenciados"
false,"A cidade tem aparência de abandono"
false,"Os motoristas são agressivos e impacientes"
false,"Os parques estão sem iluminação"
false,"A internet é lenta e cara"
false,"O comércio local é decadente"
false,"Os impostos são injustos e mal aplicados"
false,"O saneamento é irregular"
false,"Os bairros são inseguros e sujos"
false,"O trânsito é intenso e desorganizado"
false,"Os serviços básicos falham com frequência"
false,"A cidade é cara e desorganizada"
false,"A iluminação pública é insuficiente"
false,"Os hospitais estão superlotados"
false,"Os motoristas não respeitam pedestres"
false,"Os parques estão sujos e abandonados"
false,"O custo de vida é alto demais"
false,"A segurança é fraca"
false,"A coleta seletiva é ineficaz"
false,"O transporte é caro e ineficiente"
false,"Os bairros estão mal iluminados"
false,"A cidade é mal gerida e suja"
false,"Os serviços públicos são lentos e ruins"
false,"Os impostos são altos e sem retorno"
false,"A infraestrutura urbana é precária"
false,"Os motoristas são imprudentes e perigosos"
false,"Os parques são inseguros e escuros"
false,"A cidade sofre com abandono e sujeira"
false,"Os hospitais estão em colapso"
false,"O comércio é limitado e caro"
false,"A segurança pública é ineficiente"
false,"Os serviços digitais são instáveis"
false,"Os bairros são esquecidos pela prefeitura"
false,"A iluminação pública não funciona direito"
false,"A cidade é barulhenta e poluída"
false,"O transporte público é ruim"
false,"Os impostos não são revertidos"
false,"Os parques são mal conservados"
false,"A coleta de lixo é falha e lenta"
false,"Os motoristas não respeitam regras de trânsito"
false,"A cidade é desorganizada e suja"
false,"Os hospitais públicos são ineficientes"
false,"A segurança é precária"
false,"Os serviços básicos são ruins"
false,"O saneamento é falho"
false,"Os bairros são perigosos"
false,"O trânsito é congestionado e perigoso"
false,"A iluminação é deficiente"
false,"Os parques estão pichados"
false,"Os impostos são altos demais"
false,"A cidade sofre com poluição sonora"
false,"Os moradores estão insatisfeitos"
false,"Os serviços públicos são ineficazes"
false,"Os hospitais estão sem estrutura"
false,"A coleta de lixo é irregular"
false,"Os motoristas são agressivos"
false,"Os parques estão abandonados e sujos"
false,"A cidade é feia e perigosa"
false,"O transporte público é deficiente"
false,"Os impostos são injustos"
false,"Os serviços digitais são lentos"
false,"A segurança é inexistente em alguns bairros"
false,"O saneamento básico é precário"
false,"As ruas estão cheias de lixo"
false,"O comércio é fraco e caro"
false,"Os bairros sofrem com descaso"
false,"A cidade é desorganizada e antiga"
false,"Os motoristas não respeitam ciclistas"
false,"O trânsito é estressante e lento"
false,"Os hospitais são lentos e cheios"
false,"A segurança pública é negligenciada"
false,"A coleta seletiva não funciona"
false,"Os impostos não trazem melhorias visíveis"
false,"Os parques são perigosos"
false,"Os moradores têm medo de sair à noite"
true,"A cidade tem boa infraestrutura e serviços eficientes"
true,"O transporte público cobre todas as regiões com pontualidade"
true,"Os parques são bem conservados e agradáveis"
true,"Os moradores têm orgulho de onde vivem"
true,"O custo de vida é justo e acessível"
true,"As ruas são limpas e bem iluminadas"
true,"A segurança é prioridade das autoridades locais"
true,"A cidade oferece ótimas opções de lazer e cultura"
true,"Os hospitais são modernos e bem equipados"
true,"A coleta de lixo é organizada e frequente"
true,"Os bairros são tranquilos e bem planejados"
true,"A cidade promove ações de sustentabilidade"
true,"Os impostos são revertidos em melhorias visíveis"
true,"O transporte é rápido e acessível a todos"
true,"O comércio local é forte e variado"
true,"O clima é agradável e equilibrado durante o ano"
true,"As praças são bem cuidadas e floridas"
true,"A população é acolhedora e participativa"
true,"Os serviços públicos funcionam bem"
true,"A cidade investe em tecnologia e inovação"
true,"O trânsito é bem sinalizado e controlado"
true,"Os motoristas respeitam as leis de trânsito"
true,"A cidade tem baixa taxa de criminalidade"
true,"O transporte por aplicativo é eficiente e barato"
true,"A internet é rápida e estável em todas as regiões"
true,"Os bairros são arborizados e limpos"
true,"A cidade tem uma boa rede hospitalar"
true,"Os parques oferecem segurança e conforto"
true,"A coleta seletiva funciona perfeitamente"
true,"Os impostos são aplicados de forma justa"
true,"O comércio é prático e diversificado"
true,"A cidade é referência em qualidade de vida"
true,"Os moradores se ajudam e convivem bem"
true,"As ruas são largas e bem sinalizadas"
true,"A prefeitura realiza manutenção regularmente"
true,"O transporte coletivo é confortável"
true,"As escolas têm boa infraestrutura"
true,"O custo dos alimentos é acessível"
true,"A cidade tem bom saneamento básico"
true,"Os bairros possuem espaços de lazer"
true,"A segurança pública é exemplar"
true,"O transporte alternativo é prático e acessível"
true,"O trânsito flui bem e sem engarrafamentos"
true,"Os parques são ótimos para atividades físicas"
true,"As ruas são limpas e organizadas"
true,"O comércio oferece tudo o que se precisa"
true,"O ar é puro e de boa qualidade"
true,"Os moradores demonstram respeito mútuo"
true,"A cidade é digital e moderna"
true,"O transporte é confiável e barato"
true,"Os bairros têm boa acessibilidade"
false,"A cidade é desorganizada e suja"
false,"O trânsito é caótico em todos os horários"
false,"Os motoristas são agressivos e imprudentes"
false,"A iluminação pública é insuficiente"
false,"O transporte público é ineficiente e caro"
false,"Os hospitais estão lotados e sem médicos"
false,"As praças estão abandonadas e vandalizadas"
false,"Os bairros são inseguros e mal cuidados"
false,"A coleta de lixo é irregular"
false,"A internet é lenta e vive caindo"
false,"O custo de vida é altíssimo"
false,"A segurança pública é precária"
false,"O comércio local é fraco e caro"
false,"As ruas estão cheias de buracos"
false,"O saneamento básico é deficiente"
false,"A cidade é barulhenta e poluída"
false,"Os parques estão abandonados e sujos"
false,"A prefeitura não faz manutenção"
false,"Os serviços públicos são lentos"
false,"O transporte coletivo é ultrapassado"
false,"As calçadas são perigosas e estreitas"
false,"A cidade tem aparência de abandono"
false,"Os moradores reclamam da sujeira"
false,"Os impostos são altos e mal aplicados"
false,"O trânsito é perigoso e sem sinalização"
false,"Os bairros afastados são esquecidos"
false,"Os parques são inseguros à noite"
false,"Os serviços digitais não funcionam"
false,"A segurança é inexistente em vários locais"
false,"Os hospitais são lentos no atendimento"
false,"O comércio é limitado e desorganizado"
false,"Os motoristas não respeitam pedestres"
false,"A iluminação é ruim nas avenidas"
false,"O custo de moradia é muito alto"
false,"Os serviços básicos falham constantemente"
false,"Os impostos não trazem retorno"
false,"Os bairros são mal planejados"
false,"A cidade sofre com poluição sonora"
false,"O transporte é caro e demorado"
false,"As ruas são perigosas à noite"
false,"Os parques estão pichados e descuidados"
false,"O saneamento básico é falho"
false,"Os moradores se sentem inseguros"
false,"O comércio local está em crise"
false,"Os hospitais públicos estão precários"
false,"A coleta seletiva não funciona"
false,"O trânsito é lento e estressante"
false,"A segurança é fraca e desorganizada"
false,"Os impostos são abusivos"
false,"A cidade é decadente e mal gerida"
false,"Os bairros sofrem com abandono"
false,"O transporte alternativo é caro e raro"
false,"As praças estão sujas e escuras"
false,"A internet é instável e fraca"
false,"Os serviços públicos são ineficientes"
false,"O custo dos alimentos é altíssimo"
false,"Os motoristas são desrespeitosos"
false,"A cidade é insegura e desorganizada"
false,"Os parques estão abandonados"
false,"A iluminação pública é deficiente"
false,"Os impostos são altos demais"
false,"O transporte público é ultrapassado"
false,"Os bairros são mal sinalizados"
false,"O comércio é fraco e sem variedade"
false,"Os hospitais não têm estrutura adequada"
false,"A segurança pública é ineficiente"
false,"A cidade é suja e poluída"
false,"Os motoristas são irresponsáveis"
false,"As praças estão abandonadas"
false,"O saneamento é precário e incompleto"
false,"O trânsito é perigoso e confuso"
false,"A cidade sofre com vandalismo"
false,"Os serviços online não funcionam bem"
false,"O custo de vida é desproporcional"
false,"Os parques são mal conservados"
false,"Os bairros são inseguros à noite"
false,"Os hospitais estão sem recursos"
false,"Os impostos não trazem melhorias"
false,"O transporte coletivo é deficiente"
false,"As ruas estão esburacadas"
false,"Os serviços públicos são ruins"
false,"Os motoristas não respeitam as leis"
false,"A iluminação pública é insuficiente"
false,"Os parques estão descuidados"
false,"A cidade é feia e barulhenta"
false,"Os bairros são mal planejados"
false,"O comércio local é caro e limitado"
false,"Os serviços básicos falham"
false,"O transporte é lento e caro"
false,"A coleta de lixo é irregular e demorada"
false,"Os moradores reclamam da insegurança"
false,"Os impostos são altos e mal utilizados"
false,"A cidade sofre com poluição e calor"
false,"Os hospitais estão em colapso"
false,"Os motoristas são agressivos e impacientes"
false,"As praças estão degradadas"
false,"Os bairros estão abandonados"
false,"A internet é ruim e instável"
false,"O transporte alternativo é ineficaz"
false,"O comércio é caro e desorganizado"
false,"A cidade é perigosa e suja"
false,"Os impostos não retornam em obras"
false,"Os serviços públicos são lentos e caros"
false,"Os motoristas não respeitam ciclistas"
false,"Os bairros são escuros e inseguros"
false,"A iluminação é precária em vários locais"
false,"O transporte coletivo é insuficiente"
false,"A segurança pública é falha"
false,"A coleta seletiva não existe"
false,"A cidade sofre com enchentes"
false,"Os parques são perigosos e pichados"
false,"Os hospitais são lentos e ineficientes"
false,"Os moradores estão insatisfeitos"
false,"O trânsito é congestionado e perigoso"
false,"Os impostos são mal aplicados"
false,"O comércio local é fraco e caro"
false,"Os serviços digitais são lentos e falhos"
false,"Os bairros são perigosos e sujos"
false,"O saneamento é deficiente"
false,"A cidade é desorganizada e confusa"
false,"Os parques estão abandonados e inseguros"
false,"O transporte público é caro e ineficiente"
false,"As ruas estão sujas e mal cuidadas"
false,"Os motoristas são descuidados"
false,"Os hospitais públicos são precários"
false,"A iluminação pública é ruim"
false,"O custo de vida é alto e injusto"
false,"Os impostos são altos e ineficazes"
false,"O comércio é desanimado"
false,"O trânsito é desorganizado e estressante"
false,"Os serviços públicos não funcionam bem"
false,"A cidade é barulhenta e poluída"
false,"Os parques são perigosos e abandonados"
false,"Os motoristas não respeitam pedestres"
false,"A segurança é fraca e insuficiente"
false,"Os bairros são negligenciados"
false,"A coleta de lixo é falha e lenta"
false,"O transporte alternativo é ruim"
false,"O saneamento é falho"
false,"Os serviços básicos não atendem bem"
false,"O comércio é caro e limitado"
false,"Os motoristas são imprudentes"
false,"Os parques estão pichados e sujos"
false,"O custo de moradia é alto"
false,"Os impostos são mal administrados"
false,"Os bairros são escuros e inseguros"
false,"A segurança pública é negligenciada"
